SubAddr,Territory,X,Subregion,Xmin,COUNTYNS,TARGET_FID,LongLabel,StName,ARC_Addr_2,COUNTYFP,UnitName,Sector,Addr_type,ARC_Addr_1,LevelName,PART_PERC,Zone,FIPS,Ciy,LevelType,Country,Ymax,BldgName,NAME,ARC_Neighb,the_geom,ALAND,Rank,Address,Y,URL,ARC_Region,TOTAL_PERS,Xmax,ARC_Countr,Side,Region,Mailing_Ad,PART_YES,AWATER,RegionAbbr,Pantry_Typ,ARC_Postal,Nbrhd,AddNum,StDir,DisplayX,Food_Bank,Ymin,ARC_Post_1,UnitType,County,PlaceName,Phone,Pantry_Nam,OBJECTID,Contact_In,PostalExt,StPreDir,AddRange,MetroArea,City,Loc_name,GEOID,ARC_Subreg,StAddr,LangCode,ARC_City,Score,AFFGEOID,STATEFP,DisplayY,AddNumTo,Zip,Match_type,District,AddNumFrom,Place_addr,Hours,Join_Count,Postal,LSAD,Match_addr,State,BldgType,Distance,ExInfo,Block,ShortLabel,ARC_Addres,PART_NO,StType,StPreType,Status,Type,AddBldg
,,-78.59621996,Albemarle,-78.5968525,1675170,11,"7625 Porters Rd, Esmont, VA, 22937, USA",Porters,,3,,,PointAddress,,,13%,,3,Esmont,,USA,37.822348,,Albemarle County,,POINT (-78.59622 37.8207197),"1,866,002,205",20,7625 Porters Road,37.82071969,,VA,4.63,-78.5948525,,L,Virginia,,622,"14,235,728",VA,,22937,,7625,,-78.5958525,BRAFB,37.820348,,,Albemarle,,,New Green Mountain,11,434-286-2558,2112,,,,Esmont,World,51003,Albemarle,7625 Porters Rd,ENG,,100,0500000US51003,51,37.821348,,22937,A,,,"7625 Porters Rd, Esmont, Virginia, 22937","Fourth Fri, 5:00-7:00pm",1,22937,6,"7625 Porters Rd, Esmont, Virginia, 22937",VA,,0,,,7625 Porters Rd,7625 Porters Road,4.008,Rd,,M,,
,,-78.32688052,Buckingham,-78.328036,1501502,12,"197 Old Fifteen Rd, Arvonia, VA, 23004, USA",Old Fifteen,,29,,,PointAddress,,,11%,,29,Arvonia,,USA,37.692397,,Buckingham County,,POINT (-78.3268805 37.6912444),"1,501,214,582",20,197 Old 15 Road,37.69124437,,VA,2.58,-78.326036,,L,Virginia,PO Box 17,290,"9,895,206",VA,,23004,,197,,-78.327036,BRAFB,37.690397,,,Buckingham,,,Arvonia Christian Fellowship,12,804-598-3577,,,,,Arvonia,World,51029,Buckingham,197 Old Fifteen Rd,ENG,,100,0500000US51029,51,37.691397,,23004,A,,,"197 Old Fifteen Rd, Arvonia, Virginia, 23004","Sun, 3:30-5pm",1,23004,6,"197 Old Fifteen Rd, Arvonia, Virginia, 23004",VA,,0,,,197 Old Fifteen Rd,197 Old 15 Road,2.29,Rd,,M,,
,,-78.32036143,Buckingham,-78.3210565,1501502,13,"30510 N James Madison Hwy, New Canton, VA, 23123, USA",James Madison,,29,,,PointAddress,,,11%,,29,Arvonia,,USA,37.69552,,Buckingham County,,POINT (-78.3203614 37.6956114),"1,501,214,582",20,30510 N James Madison Hwy.,37.69561141,,VA,2.58,-78.3190565,,L,Virginia,PO Box 105,290,"9,895,206",VA,,23004,,30510,,-78.3200565,BRAFB,37.69352,,,Buckingham,,,Calvary Hill Baptist Church,13,434-989-0454,,N,,,New Canton,World,51029,Buckingham,30510 N James Madison Hwy,ENG,,99,0500000US51029,51,37.69452,,23004,A,,,"30510 N James Madison Hwy, New Canton, Virginia, 23123",As needed,1,23123,6,"30510 N James Madison Hwy, New Canton, Virginia, 23123",VA,,0,,,30510 N James Madison Hwy,30510 N James Madison Hwy.,2.29,Hwy,,M,,
,,-78.46345676,Buckingham,-78.464584,1501502,14,"16764 Oak St, Dillwyn, VA, 23936, USA",Oak,,29,,,PointAddress,,,11%,,29,Dillwyn,,USA,37.545382,,Buckingham County,,POINT (-78.4634568 37.544938),"1,501,214,582",20,16764 Oak Street,37.54493797,,VA,2.58,-78.462584,,L,Virginia,,290,"9,895,206",VA,,23936,,16764,,-78.463584,BRAFB,37.543382,,,Buckingham,,,Dillwyn Mobile Food Pantry,14,,3575,,,,Dillwyn,World,51029,Buckingham,16764 Oak St,ENG,,100,0500000US51029,51,37.544382,,23936,A,,,"16764 Oak St, Dillwyn, Virginia, 23936","Second and Fourth Fri, 9:45-11:30am",1,23936,6,"16764 Oak St, Dillwyn, Virginia, 23936",VA,,0,,,16764 Oak St,16764 Oak Street,2.29,St,,M,,
,,-78.55812207,Buckingham County,-78.5592685,1501502,15,"12945 W James Anderson Hwy, Buckingham, VA, 23921, USA",James Anderson,,29,,,PointAddress,,,11%,,29,Buckingham,,USA,37.551169,,Buckingham County,,POINT (-78.5581221 37.5496929),"1,501,214,582",20,12945 W James Anderson Hwy.,37.54969291,,VA,2.58,-78.5572685,,L,Virginia,,290,"9,895,206",VA,,23921,,12945,,-78.5582685,BRAFB,37.549169,,,Buckingham,,,Maysville Presbyterian Church,15,434 906-5221,,W,,,Buckingham,World,51029,Buckingham,12945 W James Anderson Hwy,ENG,,100,0500000US51029,51,37.550169,,23921,A,,,"12945 W James Anderson Hwy, Buckingham, Virginia, 23921",As needed,1,23921,6,"12945 W James Anderson Hwy, Buckingham, Virginia, 23921",VA,,0,,,12945 W James Anderson Hwy,12945 W James Anderson Hwy.,2.29,Hwy,,M,,
,,-78.487821,Buckingham,-78.488821,1501502,16,"5341 S Constitution Rte, Dillwyn, VA, 23936, USA",Constitution,,29,,,PointAddress,,,11%,,29,Dillwyn,,USA,37.613386,,Buckingham County,,POINT (-78.487821 37.612386),"1,501,214,582",20,5341 South Constitution Route,37.612386,,VA,2.58,-78.486821,,L,Virginia,PO Box 1059,290,"9,895,206",VA,,23936-1059,,5341,,-78.487821,BRAFB,37.611386,,,Buckingham,,,Morning Valley Baptist Church,16,434 983-7623,,S,,,Dillwyn,World,51029,Buckingham,5341 S Constitution Rte,ENG,,100,0500000US51029,51,37.612386,,23936-1059,A,,,"5341 S Constitution Rte, Dillwyn, Virginia, 23936","Third Sat, 10:00-11:00am",1,23936,6,"5341 S Constitution Rte, Dillwyn, Virginia, 23936",VA,,0,,,5341 S Constitution Rte,5341 South Constitution Route,2.29,Rte,,M,,
,,-78.50484,Charlottesville city,-78.50584,1789068,17,"401 Harris Rd, Charlottesville, VA, 22903, USA",Harris,,540,,,PointAddress,,,24%,,540,Charlottesville,,USA,38.016955,,Charlottesville City,,POINT (-78.50484 38.015955),"26,533,566",20,401 Harris Road,38.015955,,VA,4.005,-78.50384,,L,Virginia,,955,"47,160",VA,,22903,,401,,-78.50484,BRAFB,38.014955,,,Charlottesville City,,,Bethany Seventh Day Adventist Church,17,434 293-7430,4315,,,,Charlottesville,World,51540,Charlottesville City,401 Harris Rd,ENG,,100,0500000US51540,51,38.015955,,22903,A,,,"401 Harris Rd, Charlottesville, Virginia, 22903","Second Sun, 1-2:30pm",1,22903,25,"401 Harris Rd, Charlottesville, Virginia, 22903",VA,,0,,,401 Harris Rd,401 Harris Road,3.05,Rd,,M,,
,,-78.479568,Charlottesville city,-78.480568,1789068,18,"208 E Jefferson St, Charlottesville, VA, 22902, USA",Jefferson,,540,,,PointAddress,,,24%,,540,Charlottesville,,USA,38.032651,,Charlottesville City,,POINT (-78.479568 38.031651),"26,533,566",20,208 E Jefferson St,38.031651,,VA,4.005,-78.478568,,L,Virginia,,955,"47,160",VA,,22902-5105,,208,,-78.479568,BRAFB,38.030651,,,Charlottesville City,,,Holy Comforter Catholic Church,18,434 293-8989,5105,E,,,Charlottesville,World,51540,Charlottesville City,208 E Jefferson St,ENG,,100,0500000US51540,51,38.031651,,22902-5105,A,,,"208 E Jefferson St, Charlottesville, Virginia, 22902","Pantry - Mon, Tue, Wed, 10:00am-12:00noon and Soup Kitchen - Thu, 12:00-1:00pm",1,22902,25,"208 E Jefferson St, Charlottesville, Virginia, 22902",VA,,0,,,208 E Jefferson St,208 E Jefferson St,3.05,St,,M,,
,,-78.47016376,Charlottesville city,-78.4712485,1789068,19,"1130 E Market St, Charlottesville, VA, 22902, USA",Market,,540,,,PointAddress,,,24%,,540,Charlottesville,,USA,38.02825,,Charlottesville City,,POINT (-78.4701638 38.0274554),"26,533,566",20,1130 East Market Street,38.02745544,,VA,4.005,-78.4692485,,L,Virginia,,955,"47,160",VA,,22902,,1130,,-78.4702485,BRAFB,38.02625,,,Charlottesville City,,,New Beginnings Christian Community,19,434 872-0800,5351,E,,,Charlottesville,World,51540,Charlottesville City,1130 E Market St,ENG,,100,0500000US51540,51,38.02725,,22902,A,,,"1130 E Market St, Charlottesville, Virginia, 22902","Sat, 12:00-1:00pm",1,22902,25,"1130 E Market St, Charlottesville, Virginia, 22902",VA,,0,,,1130 E Market St,1130 East Market Street,3.05,St,,M,,
,,-78.48597344,Charlottesville city,-78.4873585,1789068,20,"207 Ridge St, Charlottesville, VA, 22902, USA",Ridge,,540,,,PointAddress,,,24%,,540,Charlottesville,,USA,38.030032,,Charlottesville City,,POINT (-78.4859734 38.0288154),"26,533,566",20,207 Ridge Street,38.02881541,,VA,4.005,-78.4853585,,L,Virginia,,955,"47,160",VA,,22902-5550,,207,,-78.4863585,BRAFB,38.028032,,,Charlottesville City,,,Salvation Army,20,434 295-4058,5551,,,,Charlottesville,World,51540,Charlottesville City,207 Ridge St,ENG,,100,0500000US51540,51,38.029032,,22902-5550,A,,,"207 Ridge St, Charlottesville, Virginia, 22902","Every day: Breakfast, 7:00-8:00am, Lunch, 12:00-12:30pm and Dinner, 5:45-6:45pm",1,22902,25,"207 Ridge St, Charlottesville, Virginia, 22902",VA,,0,,,207 Ridge St,207 Ridge Street,3.05,St,,M,,
,,-78.49473978,Charlottesville (City),-78.49573978,1789068,21,"746 Prospect Ave, Charlottesville, VA, 22903, USA",Prospect,,540,,,StreetAddress,,,24%,,540,Charlottesville,,USA,38.02504027,,Charlottesville City,,POINT (-78.4947398 38.0240403),"26,533,566",20,746 Prospect Avenue,38.02404027,,VA,4.005,-78.49373978,,R,Virginia,,955,"47,160",VA,,,Fifeville,746,,-78.49473978,BRAFB,38.02304027,,,Charlottesville City,,,Greenstone on 5th,21,434-220-3704,3918,,724-772,,Charlottesville,World,51540,Charlottesville City,746 Prospect Ave,ENG,,100,0500000US51540,51,38.02404027,724,,A,,772,"746 Prospect Ave, Charlottesville, Virginia, 22903",3rd Tuesday 12:00-5:00,1,22903,25,"746 Prospect Ave, Charlottesville, Virginia, 22903",VA,,0,,,746 Prospect Ave,746 Prospect Avenue,3.05,Ave,,M,,
,,-78.4815165,Charlottesville city,-78.4825165,1789068,22,"112 W Market St, Charlottesville, VA, 22902, USA",Market,,540,,,PointAddress,,,24%,,540,Charlottesville,,USA,38.032354,,Charlottesville City,,POINT (-78.4815165 38.031354),"26,533,566",20,112 Market Street,38.031354,,VA,4.005,-78.4805165,,L,Virginia,PO Box 34,955,"47,160",VA,,22902,,112,,-78.4815165,BRAFB,38.030354,,,Charlottesville City,,,The Haven At First and Market,22,434 973-1234,5025,W,,,Charlottesville,World,51540,Charlottesville City,112 W Market St,ENG,,99.53,0500000US51540,51,38.031354,,22902,A,,,"112 W Market St, Charlottesville, Virginia, 22902","Summer breakfast kitchen:  8:00-9:30am, the rest of the year, 7:30-9:00am",1,22902,25,"112 W Market St, Charlottesville, Virginia, 22902",VA,,0,,,112 W Market St,112 Market Street,3.05,St,,M,,
,,-78.498882,Charlottesville city,-78.499882,1789068,23,"717 Rugby Rd, Charlottesville, VA, 22903, USA",Rugby,,540,,,PointAddress,,,24%,,540,Charlottesville,,USA,38.044513,,Charlottesville City,,POINT (-78.498882 38.043513),"26,533,566",20,717 Rugby Rd,38.043513,,VA,4.005,-78.497882,,L,Virginia,,955,"47,160",VA,,22903-1626,,717,,-78.498882,BRAFB,38.042513,,,Charlottesville City,,,Thomas Jefferson Memorial Church,23,434 293-8179,1626,,,,Charlottesville,World,51540,Charlottesville City,717 Rugby Rd,ENG,,100,0500000US51540,51,38.043513,,22903-1626,A,,,"717 Rugby Rd, Charlottesville, Virginia, 22903","First Fri, 8:00-10:30am",1,22903,25,"717 Rugby Rd, Charlottesville, Virginia, 22903",VA,,0,,,717 Rugby Rd,717 Rugby Rd,3.05,Rd,,M,,
,,-78.48268774,Charlottesville city,-78.4835605,1789068,24,"900 Harris St, Charlottesville, VA, 22903, USA",Harris,,540,,,PointAddress,,,24%,,540,Charlottesville,,USA,38.0386,,Charlottesville City,,POINT (-78.4826877 38.0377307),"26,533,566",20,900 Harris Street,38.03773067,,VA,4.005,-78.4815605,,L,Virginia,PO Box 4373,955,"47,160",VA,,22905,,900,,-78.4825605,BRAFB,38.0366,,,Charlottesville City,,,Emergency Food Network,24,434-979-9180,5313,,,,Charlottesville,World,51540,Charlottesville City,900 Harris St,ENG,,95.12,0500000US51540,51,38.0376,,22905,A,,,"900 Harris St, Charlottesville, Virginia, 22903","Mon-Fri orders placed 9:00am-12:00noon, pick up 1:30pm-3:30pm",1,22903,25,"900 Harris St, Charlottesville, Virginia, 22903",VA,,0,22905,,900 Harris St,900 Harris Street,3.05,St,,M,,
,,-78.4815165,Charlottesville city,-78.4825165,1789068,25,"112 W Market St, Charlottesville, VA, 22902, USA",Market,,540,,,PointAddress,,,24%,,540,Charlottesville,,USA,38.032354,,Charlottesville City,,POINT (-78.4815165 38.031354),"26,533,566",20,112 West Market Street,38.031354,,VA,4.005,-78.4805165,,L,Virginia,PO Box 273,955,"47,160",VA,,22902,,112,,-78.4815165,BRAFB,38.030354,,,Charlottesville City,,,The Haven,25,434-973-1234,5025,W,,,Charlottesville,World,51540,Charlottesville City,112 W Market St,ENG,,100,0500000US51540,51,38.031354,,22902,A,,,"112 W Market St, Charlottesville, Virginia, 22902",Everyday breakfast 8:00am-9:00am,1,22902,25,"112 W Market St, Charlottesville, Virginia, 22902",VA,,0,,,112 W Market St,112 West Market Street,3.05,St,,M,,
,,-78.0038889,Culpeper County,-78.0047335,1497831,26,"1233 Oaklawn Dr, Culpeper, VA, 22701, USA",Oaklawn,,47,,,PointAddress,,,11%,,47,Culpeper,,USA,38.465029,,Culpeper County,,POINT (-78.0038889 38.4644565),"982,079,080",20,1233 Oaklawn Drive,38.46445648,,VA,4.47,-78.0027335,,L,Virginia,PO Box 1355,506,"9,015,222",VA,,22701,,1233,,-78.0037335,BRAFB,38.463029,,,Culpeper,,,Empowering Culpeper,26,540 829-6288,3331,,,,Culpeper,World,51047,Culpeper,1233 Oaklawn Dr,ENG,,100,0500000US51047,51,38.464029,,22701,A,,,"1233 Oaklawn Dr, Culpeper, Virginia, 22701","Third Sat, 9:00-11:00am",1,22701,6,"1233 Oaklawn Dr, Culpeper, Virginia, 22701",VA,,0,,,1233 Oaklawn Dr,1233 Oaklawn Drive,3.964,Dr,,M,,
,,-77.89429018,Culpeper,-77.894929,1497831,27,"15055 Stevensburg Rd, Brandy Station, VA, 22714, USA",Stevensburg,,47,,,PointAddress,,,11%,,47,Brandy Station,,USA,38.49751,,Culpeper County,,POINT (-77.8942902 38.496647),"982,079,080",20,15055 Stevensburg Road,38.49664696,,VA,4.47,-77.892929,,L,Virginia,PO Box 91,506,"9,015,222",VA,,22714,,15055,,-77.893929,BRAFB,38.49551,,,Culpeper,,,Shiloh Baptist Church,27,540 829-6815,,,,,Brandy Station,World,51047,Culpeper,15055 Stevensburg Rd,ENG,,100,0500000US51047,51,38.49651,,22714,A,,,"15055 Stevensburg Rd, Brandy Station, Virginia, 22714","Second Sat, 9:00-11:00am",1,22714,6,"15055 Stevensburg Rd, Brandy Station, Virginia, 22714",VA,,0,,,15055 Stevensburg Rd,15055 Stevensburg Road,3.964,Rd,,M,,
,,-77.99330705,Culpeper County,-77.99430705,1497831,28,"120 N Commerce St, Culpeper, VA, 22701, USA",Commerce,,47,,,StreetAddress,,,11%,,47,Culpeper,,USA,38.47383496,,Culpeper County,,POINT (-77.9933071 38.472835),"982,079,080",20,120 N Commerce St.,38.47283496,,VA,4.47,-77.99230705,,L,Virginia,PO Box 343,506,"9,015,222",VA,,22701-3021,,120,,-77.99330705,BRAFB,38.47183496,,,Culpeper,,,Culpeper Food Closet at St. Stephen's Episcopal Church,28,540 825-1177,,N,100-202,,Culpeper,World,51047,Culpeper,120 N Commerce St,ENG,,100,0500000US51047,51,38.47283496,202,22701-3021,A,,100,"120 N Commerce St, Culpeper, Virginia, 22701","Mon through Fri, 9:00am-1:00pm",1,22701,6,"120 N Commerce St, Culpeper, Virginia, 22701",VA,,0,,,120 N Commerce St,120 N Commerce St.,3.964,St,,M,,
,,-78.29193068,Fluvanna,-78.2929135,1494061,29,"1794 Richmond Rd, Troy, VA, 22974, USA",Richmond,,65,,,PointAddress,,,9%,,65,Troy,,USA,37.985212,,Fluvanna County,,POINT (-78.2919307 37.9845907),"743,630,411",20,1794 Richmond Rd,37.98459069,,VA,1.522,-78.2909135,,L,Virginia,,132,"10,746,124",VA,,22974-3732,,1794,,-78.2919135,BRAFB,37.983212,,,Fluvanna,,,Beaver Dam Baptist Church,29,434 295-0277,3732,,,,Troy,World,51065,Fluvanna,1794 Richmond Rd,ENG,,100,0500000US51065,51,37.984212,,22974-3732,A,,,"1794 Richmond Rd, Troy, Virginia, 22974","Wed, 9:00-11:00am",1,22974,6,"1794 Richmond Rd, Troy, Virginia, 22974",VA,,0,,,1794 Richmond Rd,1794 Richmond Rd,1.39,Rd,,M,,
